Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,Act
1005,4,NA,B5b,A,A5,1,L,1,279,8,0.143,1,12,64.7
1005,4,NA,B5b,A,A5,1,L,1,336,8,0.286,2,16,47.5
1005,4,NA,B5b,A,A5,1,L,1,417,8,0.286,3,37,94.9
1005,4,NA,B5b,A,A5,1,L,1,473,8,0.286,4,25,95
1001,5,NA,A4b,A,A1,1,L,1,278,8,0.429,1,3,70.2
1002,5,NA,A4b,A,A2,2,H,2,278,8,0.286,1,23,86.1
1002,5,NA,A4b,A,A2,2,H,2,335,8,0.286,2,12,94.6
1002,5,NA,A4b,A,A2,2,H,2,417,8,0.286,3,4,93.3
1002,5,NA,A4b,A,A2,2,H,2,473,8,0.286,4,6,92.9
1003,5,NA,A4b,A,A3,2,L,1,278,8,0.143,1,16,26.1
1003,5,NA,A4b,A,A3,2,L,1,336,8,0.143,2,6,83.7
1003,5,NA,A4b,A,A3,2,L,1,417,8,0.143,3,17,51.3
1003,5,NA,A4b,A,A3,2,L,1,473,7.894,0.167,4,16,77.2
1004,4,NA,B5b,A,A4,2,H,2,279,8,0.286,1,6,73.3
1004,4,NA,B5b,A,A4,2,H,2,336,8,0.286,2,8,64.1
1004,4,NA,B5b,A,A4,2,H,2,417,8,0.571,3,24,65.6
1004,4,NA,B5b,A,A4,2,H,2,473,8,0.571,4,21,88.9
1006,4,NA,B5b,A,A6,1,H,2,279,8,0.571,1,21,66.8
1006,4,NA,B5b,A,A6,1,H,2,336,8,0.571,2,29,93.3
1006,4,NA,B5b,A,A6,1,H,2,318,7.868,0.667,3,2,80.5
1006,4,NA,B5b,A,A6,1,H,2,473,7.432,0.75,4,31,76
1007,26,38,A2a,A,A7,1,L,1,272,8,0.286,1,6,31.4
1007,26,38,A2a,A,A7,1,L,1,328,8,0.286,2,38,82.9
1008,26,38,A2a,A,A8,1,H,2,272,7.652,0.5,1,13,51.9
1008,26,38,A2a,A,A8,1,H,2,328,7.384,0.667,2,43,93
1008,26,38,A2a,A,A8,1,H,2,410,7.238,0.833,3,11,95.7
1008,26,38,A2a,A,A8,1,H,2,465,7.189,0.833,4,40,94.2
1009,26,38,A2a,A,A1,2,L,1,270,8,0.286,1,7,56.6
1009,26,38,A2a,A,A1,2,L,1,327,8,0.429,2,7,90.7
1009,26,38,A2a,A,A1,2,L,1,409,7.737,0.5,3,11,88.3
1010,26,38,A2a,A,A2,1,H,2,270,8,0.429,1,18,88
1010,26,38,A2a,A,A2,1,H,2,327,8,0.429,2,9,91.8
1010,26,38,A2a,A,A2,1,H,2,409,8,0.429,3,7,89.4
1010,26,38,A2a,A,A2,1,H,2,465,8,0.429,4,8,94.1
1011,26,38,A2a,A,A3,1,L,1,270,8,0.286,1,12,32.3
1011,26,38,A2a,A,A3,1,L,1,328,8,0.286,2,4,88.8
1012,26,38,A2a,A,A4,2,H,2,271,8,0.286,1,5,57.5
1012,26,38,A2a,A,A4,2,H,2,328,8,0.286,2,9,53
1012,26,38,A2a,A,A4,2,H,2,409,8,0.571,3,28,60.1
1012,26,38,A2a,A,A4,2,H,2,465,8,0.571,4,18,74.8
1013,26,38,A2a,A,A5,2,L,1,271,8,0,1,11,94.7
1013,26,38,A2a,A,A5,2,L,1,328,8,0.143,2,15,91.9
1013,26,38,A2a,A,A5,2,L,1,409,8,0.143,3,34,93.3
1013,26,38,A2a,A,A5,2,L,1,465,8,0.143,4,24,88
1014,26,38,A2a,A,A6,1,H,2,271,8,0.571,1,19,57.2
1014,26,38,A2a,A,A6,1,H,2,328,8,0.571,2,27,95.1
1014,26,38,A2a,A,A6,1,H,2,409,7.868,0.667,3,42,34.7
1014,26,38,A2a,A,A6,1,H,2,465,7.432,0.75,4,32,53.5
1015,26,38,A2a,A,A7,1,L,1,272,8,0.286,1,4,82.9
1015,26,38,A2a,A,A7,1,L,1,328,8,0.286,2,37,95.5
1015,26,38,A2a,A,A7,1,L,1,410,7.868,0.333,3,1,92.4
1015,26,38,A2a,A,A7,1,L,1,465,7.453,0.2,4,33,93.4
1016,31,54,A1a,A,A8,2,H,2,269,7.652,0.333,1,9,53.4
1016,31,54,A1a,A,A8,2,H,2,325,7.384,0.5,2,41,71.7
1016,31,54,A1a,A,A8,2,H,2,407,7.238,0.667,3,8,91.7
1017,31,54,A1a,A,A1,1,L,1,267,8,0.429,1,4,46.8
1017,31,54,A1a,A,A1,1,L,1,324,8,0.571,2,5,86.1
1017,31,54,A1a,A,A1,1,L,1,406,7.737,0.667,3,12,90.3
1017,31,54,A1a,A,A1,1,L,1,462,7.468,0.6,4,13,70.2
1018,31,54,A1a,A,A2,1,H,2,267,8,0.429,1,17,64.7
1018,31,54,A1a,A,A2,1,H,2,324,8,0.429,2,10,91.2
1018,31,54,A1a,A,A2,1,H,2,406,8,0.429,3,6,75.9
1018,31,54,A1a,A,A2,1,H,2,462,8,0.429,4,5,94.5
1019,31,54,A1a,A,A3,1,L,1,267,8,0.286,1,11,39
1019,31,54,A1a,A,A3,1,L,1,325,8,0.286,2,7,84.2
1019,31,54,A1a,A,A3,1,L,1,406,8,0.286,3,22,71.3
1019,31,54,A1a,A,A3,1,L,1,462,7.894,0.333,4,14,72.7
1020,4,16b,B1a,A,A4,1,H,2,268,8,0.429,1,3,88.4
1020,4,16b,B1a,A,A4,1,H,2,325,8,0.429,2,12,89.7
1020,4,16b,B1a,A,A4,1,H,2,406,8,0.714,3,23,91.1
1021,4,16b,B1a,A,A5,1,L,1,268,8,0.143,1,10,28.3
1021,4,16b,B1a,A,A5,1,L,1,325,8,0.286,2,18,45.9
1021,4,16b,B1a,A,A5,1,L,1,406,8,0.286,3,33,73.4
1021,4,16b,B1a,A,A5,1,L,1,462,8,0.286,4,27,73.9
1022,4,16b,B1a,A,A6,2,H,2,268,8,0.429,1,23,41.2
1022,4,16b,B1a,A,A6,2,H,2,325,8,0.429,2,24,47.6
1022,4,16b,B1a,A,A6,2,H,2,406,7.868,0.5,3,39,81.9
1023,4,16b,B1a,A,A7,1,L,1,269,8,0.286,1,5,20.7
1023,4,16b,B1a,A,A7,1,L,1,325,8,0.286,2,32,33.2
1023,4,16b,B1a,A,A7,1,L,1,407,7.868,0.333,3,4,42.3
1023,4,16b,B1a,A,A7,1,L,1,462,7.453,0.2,4,35,36.5
1024,4,16b,B1a,A,A8,2,H,2,271,7.652,0.333,1,13,51.9
1024,4,16b,B1a,A,A8,2,H,2,325,7.384,0.5,2,39,65
1024,4,16b,B1a,A,A8,2,H,2,407,7.238,0.667,3,7,87
1025,4,16b,B1a,A,A1,2,L,1,267,8,0.286,1,1,86.2
1025,4,16b,B1a,A,A1,2,L,1,324,8,0.429,2,3,71.8
1025,4,16b,B1a,A,A1,2,L,1,406,7.737,0.5,3,14,80.5
1026,4,16b,B1a,A,A2,2,H,2,267,8,0.286,1,20,62.1
1026,4,16b,B1a,A,A2,2,H,2,324,8,0.286,2,13,89.9
1026,4,16b,B1a,A,A2,2,H,2,406,8,0.286,3,8,87
1026,4,16b,B1a,A,A2,2,H,2,462,8,0.286,4,7,85.1
1027,4,16b,B1a,A,A3,1,L,1,267,8,0.286,1,9,28
1027,4,16b,B1a,A,A3,1,L,1,325,8,0.286,2,2,92.9
1027,4,16b,B1a,A,A3,1,L,1,406,8,0.286,3,16,91.9
1028,32,55,B4a,A,A4,1,H,2,260,8,0.429,1,7,36.8
1028,32,55,B4a,A,A4,1,H,2,317,8,0.429,2,10,79.8
1028,32,55,B4a,A,A4,1,H,2,398,8,0.714,3,26,77.6
1029,32,55,B4a,A,A5,1,L,1,260,8,0.143,1,9,26.3
1029,32,55,B4a,A,A5,1,L,1,317,8,0.286,2,17,88.3
1029,32,55,B4a,A,A5,1,L,1,398,8,0.286,3,36,44.5
1029,32,55,B4a,A,A5,1,L,1,454,8,0.286,4,26,60.3
1030,32,55,B4a,A,A6,2,H,2,260,8,0.429,1,20,42
1030,32,55,B4a,A,A6,2,H,2,317,8,0.429,2,25,78.4
1031,32,55,B4a,A,A7,2,L,1,261,8,0.143,1,1,28.5
1031,32,55,B4a,A,A7,2,L,1,317,8,0.143,2,36,46.4
1031,32,55,B4a,A,A7,2,L,1,399,7.868,0.167,3,5,86.2
1031,32,55,B4a,A,A7,2,L,1,454,7.453,0,4,36,70.5
1032,32,55,B4a,A,A8,2,H,2,261,7.652,0.333,1,15,48.8
1032,32,55,B4a,A,A8,2,H,2,317,7.384,0.5,2,45,81.5
1032,32,55,B4a,A,A8,2,H,2,399,7.238,0.667,3,13,80.4
1032,32,55,B4a,A,A8,2,H,2,454,7.189,0.667,4,41,50.4
1033,32,55,B4a,A,A1,2,L,1,259,8,0.286,1,2,74.1
1033,32,55,B4a,A,A1,2,L,1,316,8,0.429,2,2,70.3
1033,32,55,B4a,A,A1,2,L,1,398,7.737,0.5,3,9,68.9
1034,6,58,C1b,A,A2,1,H,2,258,8,0.429,1,21,44
1034,6,58,C1b,A,A2,1,H,2,315,8,0.429,2,11,62.7
1034,6,58,C1b,A,A2,1,H,2,397,8,0.429,3,5,86.7
1034,6,58,C1b,A,A2,1,H,2,453,8,0.429,4,3,89.1
1035,6,58,C1b,A,A3,1,L,1,258,8,0.286,1,10,61.4
1035,6,58,C1b,A,A3,1,L,1,316,8,0.286,2,5,69.8
1035,6,58,C1b,A,A3,1,L,1,397,8,0.286,3,18,83.2
1035,6,58,C1b,A,A3,1,L,1,453,7.894,0.333,4,15,71.5
1036,6,58,C1b,A,A4,2,H,2,259,8,0.286,1,1,68.9
1036,6,58,C1b,A,A4,2,H,2,317,8,0.286,2,2,86.2
1036,6,58,C1b,A,A4,2,H,2,397,8,0.571,3,25,94.3
1037,6,58,C1b,A,A5,1,L,1,259,8,0.143,1,16,44.9
1037,6,58,C1b,A,A5,1,L,1,316,8,0.286,2,20,65.5
1037,6,58,C1b,A,A5,1,L,1,397,8,0.286,3,35,85.3
1037,6,58,C1b,A,A5,1,L,1,453,8,0.286,4,28,92.8
1038,25,17,C2a,A,A6,2,H,2,252,8,0.429,1,17,42.9
1038,25,17,C2a,A,A6,2,H,2,309,8,0.429,2,26,50.3
1038,25,17,C2a,A,A6,2,H,2,291,7.868,0.5,3,3,45.7
1038,25,17,C2a,A,A6,2,H,2,446,7.432,0.5,4,32,53.5
1039,25,17,C2a,A,A7,1,L,1,253,8,0.286,1,2,66.3
1039,25,17,C2a,A,A7,1,L,1,309,8,0.286,2,35,91.1
1039,25,17,C2a,A,A7,1,L,1,391,7.868,0.333,3,3,74.8
1039,25,17,C2a,A,A7,1,L,1,446,7.453,0.2,4,34,86
1040,25,17,C2a,A,A8,2,H,2,253,7.652,0.333,1,11,51
1040,25,17,C2a,A,A8,2,H,2,309,7.384,0.5,2,40,89.7
1040,25,17,C2a,A,A8,2,H,2,391,7.238,0.667,3,14,72.1
1040,25,17,C2a,A,A8,2,H,2,446,7.189,0.667,4,42,69.9
1041,25,17,C2a,A,A1,1,L,1,251,8,0.429,1,5,53.8
1041,25,17,C2a,A,A1,1,L,1,308,8,0.571,2,1,50.1
1041,25,17,C2a,A,A1,1,L,1,291,7.737,0.667,3,1,90.4
1041,25,17,C2a,A,A1,1,L,1,446,7.468,0.6,4,12,92.7
1042,25,17,C2a,A,A2,2,H,2,251,8,0.286,1,22,43.2
1042,25,17,C2a,A,A2,2,H,2,308,8,0.286,2,15,75.9
1042,25,17,C2a,A,A2,2,H,2,390,8,0.286,3,1,22.3
1042,25,17,C2a,A,A2,2,H,2,446,8,0.286,4,4,32.1
1043,25,17,C2a,A,A3,2,L,1,251,8,0.143,1,13,45.4
1043,25,17,C2a,A,A3,2,L,1,310,8,0.143,2,1,83.1
1043,25,17,C2a,A,A3,2,L,1,390,8,0.143,3,20,94.3
1044,3,11,G6b,A,A4,2,H,2,243,8,0.286,1,8,57.2
1044,3,11,G6b,A,A4,2,H,2,300,8,0.286,2,13,71.4
1044,3,11,G6b,A,A4,2,H,2,381,8,0.571,3,29,38.5
1044,3,11,G6b,A,A4,2,H,2,437,8,0.571,4,19,57.1
1045,3,11,G6b,A,A5,1,L,1,243,8,0.143,1,14,28.9
1045,3,11,G6b,A,A5,1,L,1,300,8,0.286,2,19,93.4
1045,3,11,G6b,A,A5,1,L,1,381,8,0.286,3,31,27
1045,3,11,G6b,A,A5,1,L,1,437,8,0.286,4,22,52.1
1047,3,11,G6b,A,A7,1,L,1,244,8,0.286,1,3,31.1
1047,3,11,G6b,A,A7,1,L,1,300,8,0.286,2,31,86.2
1047,3,11,G6b,A,A7,1,L,1,382,7.868,0.333,3,2,61.2
1047,3,11,G6b,A,A7,1,L,1,437,7.453,0.2,4,37,60.4
1049,3,15,G3a,A,A1,1,L,1,239,8,0.429,1,8,35.6
1049,3,15,G3a,A,A1,1,L,1,296,8,0.571,2,6,63.6
1049,3,15,G3a,A,A1,1,L,1,378,7.737,0.667,3,15,81.6
1049,3,15,G3a,A,A1,1,L,1,434,7.468,0.6,4,11,88.4
1050,3,15,G3a,A,A2,1,H,2,239,8,0.429,1,24,75.8
1050,3,15,G3a,A,A2,1,H,2,296,8,0.429,2,8,91.4
1050,3,15,G3a,A,A2,1,H,2,378,8,0.429,3,3,67.4
1050,3,15,G3a,A,A2,1,H,2,434,8,0.429,4,1,89.9
1051,3,15,G3a,A,A3,1,L,1,239,8,0.286,1,14,40.3
1051,3,15,G3a,A,A3,1,L,1,297,8,0.286,2,3,87.7
1051,3,15,G3a,A,A3,1,L,1,378,8,0.286,3,21,54.6
1052,25,21,C3a,A,A4,1,H,2,240,8,0.429,1,2,84
1052,25,21,C3a,A,A4,1,H,2,297,8,0.429,2,14,88.9
1052,25,21,C3a,A,A4,1,H,2,378,8,0.714,3,30,86.7
1052,25,21,C3a,A,A4,1,H,2,434,8,0.714,4,20,96
1053,25,21,C3a,A,A5,2,L,1,240,8,0,1,13,57.9
1053,25,21,C3a,A,A5,2,L,1,297,8,0.143,2,21,64.4
1053,25,21,C3a,A,A5,2,L,1,378,8,0.143,3,38,45.9
1053,25,21,C3a,A,A5,2,L,1,434,8,0.143,4,29,80
1054,7,47,A6a,A,A6,2,H,2,238,8,0.429,1,22,49.7
1054,7,47,A6a,A,A6,2,H,2,295,8,0.429,2,30,43.6
1054,7,47,A6a,A,A6,2,H,2,376,7.868,0.5,3,40,56.4
1055,7,47,A6a,A,A7,2,L,1,239,8,0.143,1,7,50.6
1055,7,47,A6a,A,A7,2,L,1,295,8,0.286,2,34,93
1056,7,47,A6a,A,A8,2,H,2,239,7.652,0.333,1,10,39.4
1056,7,47,A6a,A,A8,2,H,2,295,7.384,0.5,2,44,82.5
1056,7,47,A6a,A,A8,2,H,2,377,7.238,0.667,3,9,74.2
1056,7,47,A6a,A,A8,2,H,2,432,7.189,0.667,4,39,64.6
1057,7,47,A6a,A,A1,2,L,1,237,8,0.286,1,6,29.9
1057,7,47,A6a,A,A1,2,L,1,294,8,0.429,2,4,62.6
1057,7,47,A6a,A,A1,2,L,1,376,7.737,0.5,3,13,50.2
1057,7,47,A6a,A,A1,2,L,1,432,7.468,0.4,4,9,81.6
1058,7,47,A6a,A,A2,1,H,2,237,8,0.429,1,19,21.1
1058,7,47,A6a,A,A2,1,H,2,294,8,0.429,2,15,75.9
1058,7,47,A6a,A,A2,1,H,2,376,8,0.429,3,2,58.5
1058,7,47,A6a,A,A2,1,H,2,432,8,0.429,4,2,79.5
1059,8,45,A3a,A,A3,1,L,1,232,8,0.286,1,15,76.1
1059,8,45,A3a,A,A3,1,L,1,290,8,0.286,2,1,93.9
1059,8,45,A3a,A,A3,1,L,1,371,8,0.286,3,19,86.2
1060,8,45,A3a,A,A4,2,H,2,233,8,0.286,1,4,84.9
1060,8,45,A3a,A,A4,2,H,2,290,8,0.286,2,11,74.2
1060,8,45,A3a,A,A4,2,H,2,371,8,0.571,3,27,72.9
1060,8,45,A3a,A,A4,2,H,2,427,8,0.571,4,17,51.7
1062,8,45,A3a,A,A6,2,H,2,233,8,0.429,1,18,48.7
1062,8,45,A3a,A,A6,2,H,2,290,8,0.429,2,28,40.8
1062,8,45,A3a,A,A6,2,H,2,371,7.868,0.5,3,43,63.1
1063,5,42,A2b,A,A7,1,L,1,230,8,0.286,1,8,40.2
1063,5,42,A2b,A,A7,1,L,1,286,8,0.286,2,33,87.3
1063,5,42,A2b,A,A7,1,L,1,368,7.868,0.333,3,6,95.2
1065,5,42,A2b,B,B1,1,L,1,250,8,0.429,1,1,28.9
1065,5,42,A2b,B,B1,1,L,1,312,8,0.429,2,23,60.3
1065,5,42,A2b,B,B1,1,L,1,395,8,0.429,3,1,77.4
1065,5,42,A2b,B,B1,1,L,1,446,7.773,0.4,4,1,58.8
1066,5,42,A2b,B,B2,1,H,2,250,8,0.429,1,12,42.1
1066,5,42,A2b,B,B2,1,H,2,312,8,0.571,2,5,85.3
1066,5,42,A2b,B,B2,1,H,2,396,8,0.857,3,4,65.7
1066,5,42,A2b,B,B2,1,H,2,446,7.773,1,4,7,68.5
1067,31,54,A5a,B,B3,1,L,1,233,8,0.286,1,24,78.4
1067,31,54,A5a,B,B3,1,L,1,295,7.789,0.5,2,28,86.3
1067,31,54,A5a,B,B3,1,L,1,379,7.483,0.5,3,8,66
1068,2,14,B5a,A,A8,1,H,2,223,7.652,0.5,1,14,66
1068,2,14,B5a,A,A8,1,H,2,279,7.384,0.667,2,42,92
1068,2,14,B5a,A,A8,1,H,2,361,7.238,0.833,3,12,92.7
1068,2,14,B5a,A,A8,1,H,2,416,7.189,0.833,4,38,93.6
1069,31,54,A5a,B,B4,2,H,2,234,8,0.286,1,12,49.9
1069,31,54,A5a,B,B4,2,H,2,295,8,0.429,2,15,60.3
1069,31,54,A5a,B,B4,2,H,2,379,7.59,0.4,3,15,57.6
1069,31,54,A5a,B,B4,2,H,2,429,6.053,0,4,16,83.7
1070,31,54,A5a,B,B5,2,L,1,234,8,0.143,1,1,57.9
1070,31,54,A5a,B,B5,2,L,1,295,8,0.286,2,38,69.2
1071,28,40,B3a,B,B6,2,H,2,227,8,0.286,1,23,28.9
1071,28,40,B3a,B,B6,2,H,2,288,8,0.429,2,41,55.4
1072,28,40,B3a,B,B7,1,L,1,228,8,0.429,1,8,82
1072,28,40,B3a,B,B7,1,L,1,289,8,0.571,2,14,91.5
1072,28,40,B3a,B,B7,1,L,1,373,7.868,0.5,3,8,94.1
1072,28,40,B3a,B,B7,1,L,1,422,7.027,0.333,4,25,96.4
1073,28,40,B3a,B,B8,2,H,2,228,8,0.143,1,10,71.3
1073,28,40,B3a,B,B8,2,H,2,289,8,0.571,2,6,86.2
1073,28,40,B3a,B,B8,2,H,2,373,8,0.571,3,11,48.8
1073,28,40,B3a,B,B8,2,H,2,422,7.047,1,4,30,69.7
1074,28,40,B3a,B,B1,2,L,1,226,8,0.286,1,3,41.2
1074,28,40,B3a,B,B1,2,L,1,288,8,0.286,2,21,43.4
1074,28,40,B3a,B,B1,2,L,1,371,8,0.286,3,3,73.4
1074,28,40,B3a,B,B1,2,L,1,422,7.773,0.2,4,2,69.4
1075,28,40,B3a,B,B2,2,H,2,226,8,0.286,1,15,64.8
1075,28,40,B3a,B,B2,2,H,2,288,8,0.429,2,1,78.1
1075,28,40,B3a,B,B2,2,H,2,372,8,0.714,3,3,63.8
1075,28,40,B3a,B,B2,2,H,2,422,7.773,0.8,4,10,59.9
1076,28,40,B3a,B,B3,2,L,1,226,8,0.143,1,17,50.7
1076,28,40,B3a,B,B3,2,L,1,288,7.789,0.333,2,30,50.7
1076,28,40,B3a,B,B3,2,L,1,372,7.483,0.333,3,12,57.3
1076,28,40,B3a,B,B3,2,L,1,422,7.16,0.4,4,13,88.4
1077,28,40,B3a,B,B4,2,H,2,227,8,0.286,1,9,48.1
1077,28,40,B3a,B,B4,2,H,2,288,8,0.429,2,16,80
1078,28,40,A1a,B,B5,2,L,1,227,8,0.143,1,8,60.6
1078,28,40,A1a,B,B5,2,L,1,288,8,0.286,2,35,69.3
1078,28,40,A1a,B,B5,2,L,1,372,7.717,0.2,3,16,84.7
1078,28,40,A1a,B,B5,2,L,1,422,6.92,0.333,4,20,70.2
1079,28,40,A1a,B,B6,2,H,2,227,8,0.286,1,22,34
1079,28,40,A1a,B,B6,2,H,2,288,8,0.429,2,42,66.2
1080,28,40,A1a,B,B7,1,L,1,228,8,0.429,1,5,73.9
1080,28,40,A1a,B,B7,1,L,1,289,8,0.571,2,9,84.3
1080,28,40,A1a,B,B7,1,L,1,373,7.868,0.5,3,7,74.5
1080,28,40,A1a,B,B7,1,L,1,422,7.027,0.333,4,27,98.1
1081,28,40,A1a,B,B8,2,H,2,288,8,0.143,1,58,40.2
1081,28,40,A1a,B,B8,2,H,2,289,8,0.571,2,8,50.7
1081,28,40,A1a,B,B8,2,H,2,373,8,0.571,3,13,89.7
1082,28,40,A1a,B,B1,1,L,1,226,8,0.429,1,7,46.1
1082,28,40,A1a,B,B1,1,L,1,288,8,0.429,2,19,83.6
1082,28,40,A1a,B,B1,1,L,1,371,8,0.429,3,5,79.8
1082,28,40,A1a,B,B1,1,L,1,422,7.773,0.4,4,6,84.8
1083,28,40,A1a,B,B2,2,H,2,226,8,0.286,1,16,44.5
1083,28,40,A1a,B,B2,2,H,2,288,8,0.429,2,4,85.4
1083,28,40,A1a,B,B2,2,H,2,372,8,0.714,3,2,84.5
1084,3,15,D5b,B,B3,2,L,1,215,8,0.143,1,21,50.5
1084,3,15,D5b,B,B3,2,L,1,277,7.789,0.333,2,31,51.6
1084,3,15,D5b,B,B3,2,L,1,361,7.483,0.333,3,10,82
1086,3,15,D5b,B,B5,1,L,1,216,8,0.286,1,3,88.7
1086,3,15,D5b,B,B5,1,L,1,277,8,0.429,2,33,84.2
1086,3,15,D5b,B,B5,1,L,1,361,7.717,0.4,3,19,92.8
1086,3,15,D5b,B,B5,1,L,1,411,6.92,0.667,4,17,95.5
1087,3,15,D5b,B,B6,1,H,2,216,8,0.429,1,19,46.5
1087,3,15,D5b,B,B6,1,H,2,277,8,0.571,2,44,87.6
1087,3,15,D5b,B,B6,1,H,2,362,7.157,0.5,3,4,84.2
1087,3,15,D5b,B,B6,1,H,2,411,6.514,0.667,4,24,89.7
1088,3,15,D5b,B,B7,2,L,1,217,8,0.286,1,3,62.1
1088,3,15,D5b,B,B7,2,L,1,278,8,0.429,2,16,45.5
1089,3,15,D5b,B,B8,1,H,2,217,8,0.286,1,9,92.1
1089,3,15,D5b,B,B8,1,H,2,278,8,0.714,2,7,91.2
1089,3,15,D5b,B,B8,1,H,2,362,8,0.714,3,12,64.8
1090,3,15,D5b,B,B1,1,L,1,215,8,0.429,1,4,52.7
1090,3,15,D5b,B,B1,1,L,1,277,8,0.429,2,24,61.7
1090,3,15,D5b,B,B1,1,L,1,360,8,0.429,3,7,82.9
1090,3,15,D5b,B,B1,1,L,1,411,7.773,0.4,4,4,93
1091,6,44,E3a,B,B2,2,H,2,196,8,0.286,1,11,84
1091,6,44,E3a,B,B2,2,H,2,258,8,0.429,2,6,89.8
1091,6,44,E3a,B,B2,2,H,2,342,8,0.714,3,1,92.4
1091,6,44,E3a,B,B2,2,H,2,392,7.773,0.8,4,8,71.3
1092,6,44,E3a,B,B3,2,L,1,196,8,0.143,1,18,74.3
1093,6,44,E3a,B,B4,2,H,2,197,8,0.286,1,39,88.5
1093,6,44,E3a,B,B4,2,H,2,258,8,0.429,2,11,82.3
1094,6,44,E3a,B,B5,1,L,1,197,8,0.286,1,4,46.4
1094,6,44,E3a,B,B5,1,L,1,258,8,0.429,2,36,49.9
