Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,Act
1197,28,40,B5b,D,D4,2,H,2,213,8,0.429,1,28,49
1197,28,40,B5b,D,D4,2,H,2,269,7.789,0.333,2,26,62.1
1197,28,40,B5b,D,D4,2,H,2,355,7.038,0.5,3,19,92.8
1198,28,40,B5b,D,D5,2,L,1,213,7.652,0.333,1,37,68.4
1198,28,40,B5b,D,D5,2,L,1,269,7.384,0.333,2,34,46.1
1198,28,40,B5b,D,D5,2,L,1,355,7.238,0.333,3,28,89.4
1198,28,40,B5b,D,D5,2,L,1,410,7.189,0.333,4,4,92.8
1199,28,40,B5b,D,D6,2,H,2,214,8,0.286,1,7,80.8
1199,28,40,B5b,D,D6,2,H,2,269,7.584,0.333,2,40,68.9
1199,28,40,B5b,D,D6,2,H,2,355,7.219,0.6,3,30,89.3
1199,28,40,B5b,D,D6,2,H,2,410,6.957,0.6,4,1,87.5
1200,28,40,B5b,D,D7,2,L,1,214,8,0.143,1,8,88.7
1200,28,40,B5b,D,D7,2,L,1,270,8,0.286,2,1,75.4
1200,28,40,B5b,D,D7,2,L,1,355,8,0.429,3,36,92.2
1201,28,40,B5b,D,D8,2,H,2,214,8,0.286,1,23,82.4
1201,28,40,B5b,D,D8,2,H,2,270,8,0.286,2,12,91.6
1201,28,40,B5b,D,D8,2,H,2,355,8,0.286,3,44,92.5
1201,28,40,B5b,D,D8,2,H,2,410,8,0.286,4,21,95
1202,28,40,B5b,E,E1,1,L,1,215,8,0.286,1,3,80.6
1202,28,40,B5b,E,E1,1,L,1,270,8,0.571,2,24,78.5
1202,28,40,B5b,E,E1,1,L,1,356,7.322,0.6,3,1,65.4
1203,1,13,E3b,E,E2,1,H,2,205,8,0.5,1,15,41.6
1203,1,13,E3b,E,E2,1,H,2,260,8,0.429,2,27,91.7
1203,1,13,E3b,E,E2,1,H,2,346,7.464,0.4,3,10,90.2
1203,1,13,E3b,E,E2,1,H,2,401,7.016,0.25,4,7,97.1
1204,1,13,E3b,E,E3,2,L,1,205,8,0.286,1,18,51.6
1204,1,13,E3b,E,E3,2,L,1,260,8,0.714,2,32,50.6
1206,1,13,E3b,E,E5,2,L,1,206,8,0.571,1,1,46.2
1206,1,13,E3b,E,E5,2,L,1,261,8,0.571,2,10,82.9
1206,1,13,E3b,E,E5,2,L,1,346,7.868,0.667,3,23,80.5
1207,1,13,E3b,E,E6,2,H,2,206,8,0.429,1,9,54.1
1207,1,13,E3b,E,E6,2,H,2,261,8,0.429,2,17,96.1
1207,1,13,E3b,E,E6,2,H,2,346,8,0.429,3,29,85.6
1208,1,13,E3b,E,E7,2,L,1,206,8,0.571,1,17,87.8
1208,1,13,E3b,E,E7,2,L,1,261,8,0.571,2,30,92.5
1208,1,13,E3b,E,E7,2,L,1,346,7.717,0.6,3,35,67.3
1208,1,13,E3b,E,E7,2,L,1,401,7.206,0.5,4,27,84.7
1209,1,13,E3b,E,E8,2,H,2,206,8,0.429,1,30,72.6
1209,1,13,E3b,E,E8,2,H,2,261,8,0.429,2,34,93.7
1209,1,13,E3b,E,E8,2,H,2,346,8,0.571,3,47,74.1
1210,1,13,E3b,D,D1,2,L,1,203,8,0.143,1,6,90.9
1210,1,13,E3b,D,D1,2,L,1,259,8,0.429,2,4,56.7
1210,1,13,E3b,D,D1,2,L,1,345,7.609,0.5,3,1,74
1210,1,13,E3b,D,D1,2,L,1,399,7.483,0.5,4,2,48.9
1211,1,13,B3b,D,D2,2,H,2,203,8,0.429,1,9,42.4
1211,1,13,B3b,D,D2,2,H,2,259,7.584,0.5,2,10,65.8
1211,1,13,B3b,D,D2,2,H,2,345,6.766,0.75,3,9,63.7
1212,1,13,B3b,D,D3,2,L,1,203,8,0.286,1,23,66.4
1212,1,13,B3b,D,D3,2,L,1,259,8,0.286,2,13,30.4
1212,1,13,B3b,D,D3,2,L,1,345,8,0.286,3,16,90.5
1212,1,13,B3b,D,D3,2,L,1,399,7.894,0.167,4,14,54.1
1213,1,13,B3b,D,D4,2,H,2,203,8,0.429,1,30,81.7
1215,1,13,B3b,D,D6,1,H,2,204,8,0.429,1,4,76.2
1215,1,13,B3b,D,D6,1,H,2,259,7.584,0.5,2,38,91.9
1215,1,13,B3b,D,D6,1,H,2,345,7.219,0.8,3,35,92.3
1216,1,13,B3b,D,D7,2,L,1,204,8,0.143,1,13,48.9
1216,1,13,B3b,D,D7,2,L,1,260,8,0.286,2,4,91.5
1216,1,13,B3b,D,D7,2,L,1,345,8,0.429,3,41,82.2
1216,1,13,B3b,D,D7,2,L,1,400,7.894,0.333,4,12,85.1
1217,2,10b,B6b,D,D8,2,H,2,197,8,0.286,1,20,80.6
1217,2,10b,B6b,D,D8,2,H,2,253,8,0.286,2,17,58.8
1217,2,10b,B6b,D,D8,2,H,2,338,8,0.286,3,51,61.2
1217,2,10b,B6b,D,D8,2,H,2,393,8,0.286,4,23,58.9
1218,2,10b,B6b,E,E1,1,L,1,198,8,0.286,1,2,84.3
1218,2,10b,B6b,E,E1,1,L,1,253,8,0.571,2,23,65.8
1219,2,10b,B6b,E,E2,2,H,2,198,8,0.333,1,16,41.5
1219,2,10b,B6b,E,E2,2,H,2,253,8,0.286,2,29,57.1
1220,2,10b,B6b,E,E3,2,L,1,198,8,0.286,1,19,88.3
1220,2,10b,B6b,E,E3,2,L,1,253,8,0.714,2,34,85.4
1220,2,10b,B6b,E,E3,2,L,1,339,8,1,3,12,60.7
1220,2,10b,B6b,E,E3,2,L,1,394,7.67,1,4,11,35.9
1221,2,10b,B6b,E,E4,2,H,2,198,8,0.429,1,29,75.3
1221,2,10b,B6b,E,E4,2,H,2,254,7.789,0.667,2,7,88.1
1221,2,10b,B6b,E,E4,2,H,2,339,7.483,0.833,3,21,89.8
1221,2,10b,B6b,E,E4,2,H,2,394,7.031,1,4,15,45.1
1222,2,10b,B6b,E,E5,1,L,1,199,8,0.714,1,8,58.3
1222,2,10b,B6b,E,E5,1,L,1,254,8,0.714,2,12,89
1222,2,10b,B6b,E,E5,1,L,1,339,7.868,0.833,3,26,86.8
1222,2,10b,B6b,E,E5,1,L,1,394,6.828,0.5,4,19,52.9
1223,2,10b,B6b,E,E6,1,H,2,199,8,0.571,1,11,87.5
1223,2,10b,B6b,E,E6,1,H,2,254,8,0.571,2,16,78.7
1223,2,10b,B6b,E,E6,1,H,2,339,8,0.571,3,31,82.3
1223,2,10b,B6b,E,E6,1,H,2,394,7.894,0.5,4,25,88.4
1224,2,10b,B6b,E,E7,1,L,1,199,8,0.714,1,24,88
1224,2,10b,B6b,E,E7,1,L,1,254,8,0.714,2,29,86.8
1225,2,10b,E6a,E,E8,2,H,2,199,8,0.429,1,32,76.2
1225,2,10b,E6a,E,E8,2,H,2,254,8,0.429,2,35,95
1225,2,10b,E6a,E,E8,2,H,2,339,8,0.571,3,45,94.2
1225,2,10b,E6a,E,E8,2,H,2,394,8,0.571,4,34,96.9
1226,2,10b,E6a,D,D1,1,L,1,196,8,0.286,1,8,70.6
1227,2,10b,E6a,D,D2,1,H,2,196,8,0.571,1,14,79.6
1227,2,10b,E6a,D,D2,1,H,2,252,7.584,0.667,2,11,34.5
1228,2,10b,E6a,D,D3,1,L,1,196,8,0.429,1,16,40.5
1228,2,10b,E6a,D,D3,1,L,1,252,8,0.429,2,16,48.9
1228,2,10b,E6a,D,D3,1,L,1,338,8,0.429,3,13,89.1
1228,2,10b,E6a,D,D3,1,L,1,392,7.894,0.333,4,13,82.2
1229,2,10b,E6a,D,D4,2,H,2,196,8,0.429,1,25,37.4
1229,2,10b,E6a,D,D4,2,H,2,252,7.789,0.333,2,24,91.9
1229,2,10b,E6a,D,D4,2,H,2,338,7.038,0.5,3,18,90.2
1229,2,10b,E6a,D,D4,2,H,2,392,6.573,0.5,4,19,67.5
1230,2,10b,E6a,D,D5,2,L,1,196,7.652,0.333,1,33,42.4
1230,2,10b,E6a,D,D5,2,L,1,252,7.384,0.333,2,28,71.1
1230,2,10b,E6a,D,D5,2,L,1,338,7.238,0.333,3,29,92.4
1230,2,10b,E6a,D,D5,2,L,1,393,7.189,0.333,4,7,61.8
1231,2,10b,E6a,D,D6,2,H,2,197,8,0.286,1,2,75.9
1231,2,10b,E6a,D,D6,2,H,2,252,7.584,0.333,2,41,91.7
1231,2,10b,E6a,D,D6,2,H,2,338,7.219,0.6,3,33,93.6
1232,2,10b,E6a,D,D7,2,L,1,197,8,0.143,1,10,79.8
1232,2,10b,E6a,D,D7,2,L,1,253,8,0.286,2,6,87.5
1232,2,10b,E6a,D,D7,2,L,1,338,8,0.429,3,42,91
1233,2,34,G5a,D,D8,1,H,2,190,8,0.429,1,22,90.5
1233,2,34,G5a,D,D8,1,H,2,246,8,0.429,2,10,91.1
1233,2,34,G5a,D,D8,1,H,2,331,8,0.429,3,48,96.6
1233,2,34,G5a,D,D8,1,H,2,386,8,0.429,4,17,96
1235,2,34,G5a,E,E2,1,H,2,191,8,0.5,1,9,74.9
1235,2,34,G5a,E,E2,1,H,2,246,8,0.429,2,30,84.1
1235,2,34,G5a,E,E2,1,H,2,332,7.464,0.4,3,8,93.4
1235,2,34,G5a,E,E2,1,H,2,387,7.016,0.25,4,4,92.5
1236,2,34,G5a,E,E3,2,L,1,191,8,0.286,1,17,77.6
1236,2,34,G5a,E,E3,2,L,1,246,8,0.714,2,37,91.3
1236,2,34,G5a,E,E3,2,L,1,332,8,1,3,14,53.1
1237,2,34,G5a,E,E4,2,H,2,191,8,0.429,1,27,54.2
1237,2,34,G5a,E,E4,2,H,2,247,7.789,0.667,2,4,93.2
1237,2,34,G5a,E,E4,2,H,2,332,7.483,0.833,3,19,94.4
1237,2,34,G5a,E,E4,2,H,2,387,7.031,1,4,18,86.3
1238,2,34,G5a,E,E5,1,L,1,192,8,0.714,1,5,77.5
1238,2,34,G5a,E,E5,1,L,1,247,8,0.714,2,11,87.5
1239,2,34,G5a,E,E6,2,H,2,192,8,0.429,1,12,77.5
1239,2,34,G5a,E,E6,2,H,2,247,8,0.429,2,20,92.5
1239,2,34,G5a,E,E6,2,H,2,332,8,0.429,3,28,92.6
1239,2,34,G5a,E,E6,2,H,2,387,7.894,0.333,4,22,96.4
1240,2,34,G5a,E,E7,2,L,1,192,8,0.571,1,20,90.5
1240,2,34,G5a,E,E7,2,L,1,247,8,0.571,2,24,95.1
1240,2,34,G5a,E,E7,2,L,1,332,7.717,0.6,3,37,93.6
1241,4b,12,D5a,E,E8,2,H,2,182,8,0.429,1,28,74.9
1241,4b,12,D5a,E,E8,2,H,2,237,8,0.429,2,37,69.6
1241,4b,12,D5a,E,E8,2,H,2,322,8,0.571,3,44,81.9
1241,4b,12,D5a,E,E8,2,H,2,377,8,0.571,4,33,51.6
1242,4b,12,D5a,D,D1,1,L,1,179,8,0.286,1,3,86.7
1242,4b,12,D5a,D,D1,1,L,1,235,8,0.571,2,6,72.9
1242,4b,12,D5a,D,D1,1,L,1,321,7.609,0.667,3,5,73.9
1242,4b,12,D5a,D,D1,1,L,1,375,7.483,0.667,4,6,85.5
1243,4b,12,D5a,D,D2,1,H,2,180,8,0.571,1,17,75.5
1243,4b,12,D5a,D,D2,1,H,2,235,7.584,0.667,2,7,84.8
1243,4b,12,D5a,D,D2,1,H,2,321,6.766,1,3,8,86.8
1243,4b,12,D5a,D,D2,1,H,2,375,6.051,1,4,9,90.3
1244,4b,12,D5a,D,D3,1,L,1,179,8,0.429,1,20,84.5
1244,4b,12,D5a,D,D3,1,L,1,235,8,0.429,2,14,82.8
1244,4b,12,D5a,D,D3,1,L,1,321,8,0.429,3,14,92.7
1244,4b,12,D5a,D,D3,1,L,1,375,7.894,0.333,4,11,91.8
1245,4b,12,D5a,D,D4,2,H,2,179,8,0.429,1,29,74.5
1245,4b,12,D5a,D,D4,2,H,2,235,7.789,0.333,2,25,74.5
1245,4b,12,D5a,D,D4,2,H,2,321,7.038,0.5,3,22,90.7
1245,4b,12,D5a,D,D4,2,H,2,375,6.573,0.5,4,17,72.1
1246,4b,12,D5a,D,D5,1,L,1,179,7.652,0.5,1,34,45.9
1246,4b,12,D5a,D,D5,1,L,1,235,7.384,0.5,2,29,53.5
1246,4b,12,D5a,D,D5,1,L,1,321,7.238,0.5,3,26,89.1
1246,4b,12,D5a,D,D5,1,L,1,376,7.189,0.5,4,9,96.5
1247,4b,12,D5a,D,D6,2,H,2,180,8,0.286,1,6,81.7
1247,4b,12,D5a,D,D6,2,H,2,235,7.584,0.333,2,35,65.2
1247,4b,12,D5a,D,D6,2,H,2,321,7.219,0.6,3,31,59
1247,4b,12,D5a,D,D6,2,H,2,376,6.957,0.6,4,3,93.7
1248,4b,12,D5a,D,D7,2,L,1,180,8,0.143,1,12,82.3
1248,4b,12,D5a,D,D7,2,L,1,236,8,0.286,2,7,86.1
1248,4b,12,D5a,D,D7,2,L,1,321,8,0.429,3,43,91.3
1248,4b,12,D5a,D,D7,2,L,1,376,7.894,0.333,4,14,94
1249,4b,12,D5a,D,D8,1,H,2,180,8,0.429,1,21,74.2
1249,4b,12,D5a,D,D8,1,H,2,236,8,0.429,2,14,62.4
1249,4b,12,D5a,D,D8,1,H,2,321,8,0.429,3,47,90.1
1249,4b,12,D5a,D,D8,1,H,2,376,8,0.429,4,20,89.3
1250,4b,12,D4b,E,E1,1,L,1,181,8,0.286,1,5,85.6
1250,4b,12,D4b,E,E1,1,L,1,236,8,0.571,2,22,77.1
1250,4b,12,D4b,E,E1,1,L,1,322,7.322,0.6,3,2,93.5
1250,4b,12,D4b,E,E1,1,L,1,377,6.909,0.75,4,2,84.2
1251,4b,12,D4b,E,E2,2,H,2,181,8,0.333,1,14,71.1
1251,4b,12,D4b,E,E2,2,H,2,236,8,0.286,2,26,73
1251,4b,12,D4b,E,E2,2,H,2,322,7.464,0.2,3,6,74
1251,4b,12,D4b,E,E2,2,H,2,377,7.016,0,4,8,86.6
1252,4b,12,D4b,E,E3,2,L,1,181,8,0.286,1,21,68.4
1252,4b,12,D4b,E,E3,2,L,1,236,8,0.714,2,36,47.3
1252,4b,12,D4b,E,E3,2,L,1,322,8,1,3,15,91.8
1252,4b,12,D4b,E,E3,2,L,1,377,7.67,1,4,13,73.9
1253,4b,12,D4b,E,E4,2,H,2,181,8,0.429,1,28,67.2
1253,4b,12,D4b,E,E4,2,H,2,237,7.789,0.667,2,6,82.4
1253,4b,12,D4b,E,E4,2,H,2,322,7.483,0.833,3,17,36.4
1253,4b,12,D4b,E,E4,2,H,2,377,7.031,1,4,14,42.2
1254,4b,12,D4b,E,E5,2,L,1,182,8,0.571,1,4,65.2
1254,4b,12,D4b,E,E5,2,L,1,237,8,0.571,2,15,82.9
1255,4b,12,D4b,E,E6,1,H,2,182,8,0.571,1,10,37.9
1255,4b,12,D4b,E,E6,1,H,2,237,8,0.571,2,19,47.8
1255,4b,12,D4b,E,E6,1,H,2,322,8,0.571,3,33,85.9
1255,4b,12,D4b,E,E6,1,H,2,377,7.894,0.5,4,23,92.7
1256,7,48,E2a,E,E7,1,L,1,178,8,0.714,1,19,89.3
1256,7,48,E2a,E,E7,1,L,1,233,8,0.714,2,31,92.3
1256,7,48,E2a,E,E7,1,L,1,318,7.717,0.8,3,39,95.9
1256,7,48,E2a,E,E7,1,L,1,373,7.206,0.75,4,28,95.1
1257,7,48,E2a,E,E8,1,H,2,178,8,0.571,1,25,91.8
1257,7,48,E2a,E,E8,1,H,2,233,8,0.571,2,39,92.4
1257,7,48,E2a,E,E8,1,H,2,318,8,0.714,3,46,71.5
1257,7,48,E2a,E,E8,1,H,2,373,8,0.714,4,29,96.4
1258,7,48,E2a,F,F1,2,L,1,204,8,0.429,1,6,61.9
1258,7,48,E2a,F,F1,2,L,1,260,8,0.429,2,3,86.1
1258,7,48,E2a,F,F1,2,L,1,344,8,0.714,3,10,92
1259,7,48,E2a,F,F2,1,H,2,204,8,0.429,1,13,41
1259,7,48,E2a,F,F2,1,H,2,260,8,0.429,2,12,76.7
1259,7,48,E2a,F,F2,1,H,2,344,7.419,0.5,3,2,92.2
1259,7,48,E2a,F,F2,1,H,2,401,6.856,0.5,4,8,74.7
1260,7,48,E2a,F,F3,1,L,1,204,8,0.429,1,31,44.9
1260,7,48,E2a,F,F3,1,L,1,260,8,0.429,2,18,85.5
1260,7,48,E2a,F,F3,1,L,1,344,8,0.714,3,17,82
1260,7,48,E2a,F,F3,1,L,1,401,7.531,0.5,4,12,89.8
1261,7,48,E2a,F,F4,2,H,2,204,8,0.714,1,21,46
1262,7,48,E2a,F,F5,2,L,1,204,8,0.714,1,36,75.5
1262,7,48,E2a,F,F5,2,L,1,261,8,0.714,2,8,47.9
1262,7,48,E2a,F,F5,2,L,1,344,7.868,0.667,3,31,69.1
1262,7,48,E2a,F,F5,2,L,1,401,7.453,0.6,4,21,72.2
1263,7,48,E2a,F,F6,2,H,2,204,8,0.429,1,47,75.2
1263,7,48,E2a,F,F6,2,H,2,261,8,0.429,2,24,90.5
1263,7,48,E2a,F,F6,2,H,2,344,8,1,3,32,94.3
1263,7,48,E2a,F,F6,2,H,2,400,8,1,4,4,98.2
1264,26,18,G6b,F,F7,2,L,1,201,8,0.286,1,5,57.4
1264,26,18,G6b,F,F7,2,L,1,258,8,0.571,2,1,85.8
1264,26,18,G6b,F,F7,2,L,1,342,7.737,0.667,3,1,83.1
1264,26,18,G6b,F,F7,2,L,1,396,7.221,0.5,4,9,85.4
1265,26,18,G6b,F,F8,1,H,2,201,8,0.286,1,15,74.1
1265,26,18,G6b,F,F8,1,H,2,258,7.789,0.333,2,14,92.1
1265,26,18,G6b,F,F8,1,H,2,342,7.341,0.8,3,9,93.7
1265,26,18,G6b,F,F8,1,H,2,396,6.648,0.667,4,15,92.7
1266,26,18,G6b,F,F1,2,L,1,200,8,0.429,1,2,69.1
1266,26,18,G6b,F,F1,2,L,1,256,8,0.429,2,2,86.6
1266,26,18,G6b,F,F1,2,L,1,340,8,0.714,3,6,77.4
1268,26,18,G6b,F,F3,1,L,1,200,8,0.429,1,28,75
1268,26,18,G6b,F,F3,1,L,1,256,8,0.429,2,23,94.6
1268,26,18,G6b,F,F3,1,L,1,340,8,0.714,3,20,86.2
1268,26,18,G6b,F,F3,1,L,1,397,7.531,0.5,4,11,90.9
1269,26,18,G6b,F,F4,2,H,2,200,8,0.714,1,19,67.2
1269,26,18,G6b,F,F4,2,H,2,257,7.789,0.833,2,4,90.6
1270,26,18,G6b,F,F5,2,L,1,200,8,0.714,1,39,66.4
1270,26,18,G6b,F,F5,2,L,1,257,8,0.714,2,10,92.5
1270,26,18,G6b,F,F5,2,L,1,340,7.868,0.667,3,27,77.2
1271,26,18,G6b,F,F6,2,H,2,200,8,0.429,1,43,56.2
1271,26,18,G6b,F,F6,2,H,2,257,8,0.429,2,17,89.1
1271,26,18,G6b,F,F6,2,H,2,340,8,1,3,33,94.4
1271,26,18,G6b,F,F6,2,H,2,396,8,1,4,3,91.3
1272,28,20,C2b,F,F7,2,L,1,196,8,0.286,1,7,81.9
1272,28,20,C2b,F,F7,2,L,1,253,8,0.571,2,7,89.5
1273,28,20,C2b,F,F8,2,H,2,196,8,0.143,1,10,78.4
1273,28,20,C2b,F,F8,2,H,2,253,7.789,0.167,2,13,89.5
1274,28,20,C2b,F,F1,1,L,1,195,8,0.571,1,8,79.2
1274,28,20,C2b,F,F1,1,L,1,251,8,0.571,2,7,90.8
1274,28,20,C2b,F,F1,1,L,1,335,8,0.857,3,11,80.6
1274,28,20,C2b,F,F1,1,L,1,392,8,0.857,4,5,94.8
1275,28,20,C2b,F,F2,2,H,2,195,8,0.286,1,9,73.5
1275,28,20,C2b,F,F2,2,H,2,251,8,0.286,2,15,88.2
1275,28,20,C2b,F,F2,2,H,2,335,7.419,0.25,3,4,94.1
1275,28,20,C2b,F,F2,2,H,2,392,6.856,0.25,4,7,95.9
1276,28,20,C2b,F,F3,2,L,1,195,8,0.286,1,32,42.4
1276,28,20,C2b,F,F3,2,L,1,251,8,0.286,2,25,91.4
1276,28,20,C2b,F,F3,2,L,1,335,8,0.571,3,18,86.3
1277,28,20,C2b,F,F4,2,H,2,195,8,0.714,1,23,82.2
1277,28,20,C2b,F,F4,2,H,2,252,7.789,0.833,2,1,94.4
1278,28,20,C2b,F,F5,2,L,1,195,8,0.714,1,35,77.5
1278,28,20,C2b,F,F5,2,L,1,252,8,0.714,2,11,95.2
1278,28,20,C2b,F,F5,2,L,1,335,7.868,0.667,3,26,93.5
1278,28,20,C2b,F,F5,2,L,1,392,7.453,0.6,4,17,94.7
1279,28,20,C2b,F,F6,2,H,2,195,8,0.429,1,44,67.1
1279,28,20,C2b,F,F6,2,H,2,252,8,0.429,2,22,88.4
1279,28,20,C2b,F,F6,2,H,2,335,8,1,3,39,73.3
1279,28,20,C2b,F,F6,2,H,2,391,8,1,4,6,95.3
1280,28,20,G3b,F,F7,2,L,1,196,8,0.286,1,8,88.4
1280,28,20,G3b,F,F7,2,L,1,253,8,0.571,2,4,51.2
1281,28,20,G3b,F,F8,2,H,2,196,8,0.143,1,12,93
1281,28,20,G3b,F,F8,2,H,2,253,7.789,0.167,2,11,90.9
1282,28,20,G3b,F,F1,2,L,1,195,8,0.429,1,3,83.7
1282,28,20,G3b,F,F1,2,L,1,251,8,0.429,2,5,92.5
1282,28,20,G3b,F,F1,2,L,1,335,8,0.714,3,12,92.1
1282,28,20,G3b,F,F1,2,L,1,392,8,0.714,4,2,84
1283,28,20,G3b,F,F2,2,H,2,195,8,0.286,1,14,72.9
1283,28,20,G3b,F,F2,2,H,2,251,8,0.286,2,13,89.3
1284,28,20,G3b,F,F3,2,L,1,195,8,0.286,1,25,52.1
1284,28,20,G3b,F,F3,2,L,1,251,8,0.286,2,22,88.4
1285,28,20,G3b,F,F4,2,H,2,195,8,0.714,1,24,64.8
1285,28,20,G3b,F,F4,2,H,2,252,7.789,0.833,2,5,83.2
1285,28,20,G3b,F,F4,2,H,2,335,7.483,1,3,21,65.7
1285,28,20,G3b,F,F4,2,H,2,392,7.031,1,4,15,86.8
1286,28,20,G3b,F,F5,2,L,1,195,8,0.714,1,40,76.1
1286,28,20,G3b,F,F5,2,L,1,252,8,0.714,2,14,82.6
1287,28,20,G3b,F,F6,2,H,2,195,8,0.429,1,48,68.1
1287,28,20,G3b,F,F6,2,H,2,252,8,0.429,2,23,78.3
1287,28,20,G3b,F,F6,2,H,2,335,8,1,3,35,78.8
1287,28,20,G3b,F,F6,2,H,2,391,8,1,4,5,95.7
1288,1,9,D6b,F,F7,1,L,1,189,8,0.429,1,6,90.5
1288,1,9,D6b,F,F7,1,L,1,246,8,0.714,2,5,94.2
1288,1,9,D6b,F,F7,1,L,1,330,7.737,0.833,3,5,85
1288,1,9,D6b,F,F7,1,L,1,384,7.221,0.75,4,13,91.1
1290,1,9,D6b,F,F1,2,L,1,188,8,0.429,1,4,52.8
1290,1,9,D6b,F,F1,2,L,1,244,8,0.429,2,1,65
1290,1,9,D6b,F,F1,2,L,1,328,8,0.714,3,8,64.1
1291,5,57,E5b,F,F2,2,H,2,186,8,0.286,1,15,53.6
1291,5,57,E5b,F,F2,2,H,2,242,8,0.286,2,14,53.5
1291,5,57,E5b,F,F2,2,H,2,326,7.419,0.25,3,3,79.4
1292,5,57,E5b,F,F3,1,L,1,186,8,0.429,1,27,38.9
1292,5,57,E5b,F,F3,1,L,1,242,8,0.429,2,24,73.8
1292,5,57,E5b,F,F3,1,L,1,326,8,0.714,3,19,57.2
1292,5,57,E5b,F,F3,1,L,1,383,7.531,0.5,4,10,94.1
1293,25,37b,G5b,F,F4,2,H,2,183,8,0.714,1,18,71.4
1293,25,37b,G5b,F,F4,2,H,2,240,7.789,0.833,2,6,74.9
1293,25,37b,G5b,F,F4,2,H,2,323,7.483,1,3,23,84.4
