Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Part,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,DOMscore,DOMmeas
1009,26,38,A2a,A,A1,2,L,1,1,312,8,0.429,1,3,2,EXP
1009,26,38,A2a,A,A1,2,L,1,1,389,8,0.429,2,2,2,EXP
1009,26,38,A2a,A,A1,2,L,1,1,357,7.849,0.5,3,13,-2,EXP
1002,5,NA,A4b,A,A2,2,H,2,1,320,8,0.286,1,9,-8,EXP
1002,5,NA,A4b,A,A2,2,H,2,1,397,8,0.286,2,12,-12,EXP
1002,5,NA,A4b,A,A2,2,H,2,1,365,8,0.286,3,16,-5,EXP
1002,5,NA,A4b,A,A2,2,H,2,2,455,8,0.286,4,3,1,EXP
1003,5,NA,A4b,A,A3,2,L,1,1,320,8,0.143,1,5,18,EXP
1003,5,NA,A4b,A,A3,2,L,1,1,397,8,0.143,2,8,17,EXP
1003,5,NA,A4b,A,A3,2,L,1,1,365,8,0.143,3,8,30,EXP
1003,5,NA,A4b,A,A3,2,L,1,2,455,8,0.167,4,10,3,EXP
1004,4,NA,B5b,A,A4,2,H,2,1,320,8,0.286,1,10,30,EXP
1004,4,NA,B5b,A,A4,2,H,2,1,397,8,0.286,2,20,10,EXP
1004,4,NA,B5b,A,A4,2,H,2,1,365,8,0.571,3,3,-8,EXP
1004,4,NA,B5b,A,A4,2,H,2,2,455,8,0.571,4,9,0,EXP
1012,26,38,A2a,A,A4,2,H,2,1,312,8,0.286,1,12,-2,EXP
1012,26,38,A2a,A,A4,2,H,2,1,389,8,0.286,2,18,17,EXP
1012,26,38,A2a,A,A4,2,H,2,1,357,8,0.571,3,4,3,EXP
1012,26,38,A2a,A,A4,2,H,2,2,447,8,0.571,4,6,2,EXP
1012,26,38,A2a,A,A4,2,H,2,2,490,7.793,0.6,5,2,-10,EXP
1013,26,38,A2a,A,A5,2,L,1,1,312,8,0.143,1,16,2,EXP
1013,26,38,A2a,A,A5,2,L,1,1,389,8,0.143,2,4,-10,EXP
1013,26,38,A2a,A,A5,2,L,1,1,357,8,0.143,3,6,0,EXP
1013,26,38,A2a,A,A5,2,L,1,2,447,8,0.143,4,11,9,EXP
1013,26,38,A2a,A,A5,2,L,1,2,490,7.903,0,5,1,5,EXP
1016,31,54,A1a,A,A8,2,H,2,1,309,7.483,0.5,1,25,27,EXP
1016,31,54,A1a,A,A8,2,H,2,1,386,7.319,0.667,2,26,-7,EXP
1016,31,54,A1a,A,A8,2,H,2,1,355,7.272,0.667,3,24,9,EXP
1016,31,54,A1a,A,A8,2,H,2,2,444,7.211,0.667,4,15,-2,EXP
1022,4,16b,B1a,A,A6,2,H,2,1,309,8,0.429,1,20,-7,EXP
1022,4,16b,B1a,A,A6,2,H,2,1,386,8,0.429,2,11,-1,EXP
1022,4,16b,B1a,A,A6,2,H,2,1,355,8,0.429,3,17,7,EXP
1022,4,16b,B1a,A,A6,2,H,2,2,444,7.766,0.5,4,13,0,EXP
1024,4,16b,B1a,A,A8,2,H,2,1,309,7.483,0.5,1,24,-8,EXP
1024,4,16b,B1a,A,A8,2,H,2,1,386,7.319,0.667,2,21,-26,EXP
1024,4,16b,B1a,A,A8,2,H,2,1,355,7.272,0.667,3,21,-17,EXP
1025,4,16b,B1a,A,A1,2,L,1,1,309,8,0.429,1,4,-1,EXP
1025,4,16b,B1a,A,A1,2,L,1,1,386,8,0.429,2,3,-7,EXP
1025,4,16b,B1a,A,A1,2,L,1,1,354,7.849,0.5,3,12,-3,EXP
1025,4,16b,B1a,A,A1,2,L,1,2,444,7.652,0.4,4,5,0,EXP
1026,4,16b,B1a,A,A2,2,H,2,1,309,8,0.286,1,8,-9,EXP
1026,4,16b,B1a,A,A2,2,H,2,1,386,8,0.286,2,17,-6,EXP
1026,4,16b,B1a,A,A2,2,H,2,1,354,8,0.286,3,15,-5,EXP
1026,4,16b,B1a,A,A2,2,H,2,2,444,8,0.286,4,2,-5,EXP
1030,32,55,B4a,A,A6,2,H,2,1,301,8,0.429,1,21,-4,EXP
1031,32,55,B4a,A,A7,2,L,1,1,301,8,0.286,1,27,18,EXP
1031,32,55,B4a,A,A7,2,L,1,1,378,8,0.143,2,18,19,EXP
1031,32,55,B4a,A,A7,2,L,1,1,347,8,0.143,3,27,8,EXP
1031,32,55,B4a,A,A7,2,L,1,2,436,7.634,0,4,13,0,EXP
1031,32,55,B4a,A,A7,2,L,1,2,479,7.187,0,5,4,25,EXP
1032,32,55,B4a,A,A8,2,H,2,1,301,7.483,0.5,1,22,-6,EXP
1032,32,55,B4a,A,A8,2,H,2,1,378,7.319,0.667,2,24,22,EXP
1032,32,55,B4a,A,A8,2,H,2,1,347,7.272,0.667,3,22,36,EXP
1032,32,55,B4a,A,A8,2,H,2,2,436,7.211,0.667,4,15,10,EXP
1032,32,55,B4a,A,A8,2,H,2,2,479,6.956,0.5,5,5,6,EXP
1033,32,55,B4a,A,A1,2,L,1,1,301,8,0.429,1,1,30,EXP
1033,32,55,B4a,A,A1,2,L,1,1,378,8,0.429,2,6,2,EXP
1033,32,55,B4a,A,A1,2,L,1,1,346,7.849,0.5,3,11,-10,EXP
1036,6,58,C1b,A,A4,2,H,2,1,300,8,0.286,1,11,-17,EXP
1036,6,58,C1b,A,A4,2,H,2,1,377,8,0.286,2,19,-9,EXP
1036,6,58,C1b,A,A4,2,H,2,1,345,8,0.571,3,1,-11,EXP
1038,25,17,C2a,A,A6,2,H,2,1,370,8,0.429,2,14,22,EXP
1038,25,17,C2a,A,A6,2,H,2,1,339,8,0.429,3,18,10,EXP
1038,25,17,C2a,A,A6,2,H,2,2,428,7.766,0.5,4,14,2,EXP
1038,25,17,C2a,A,A6,2,H,2,2,471,6.843,0.5,5,4,20,EXP
1040,25,17,C2a,A,A8,2,H,2,1,370,7.319,0.667,2,13,18,EXP
1040,25,17,C2a,A,A8,2,H,2,1,339,7.272,0.667,3,23,16,EXP
1040,25,17,C2a,A,A8,2,H,2,2,428,7.211,0.667,4,17,1,EXP
1042,25,17,C2a,A,A2,2,H,2,1,293,8,0.286,1,7,16,EXP
1042,25,17,C2a,A,A2,2,H,2,1,370,8,0.286,2,15,22,EXP
1042,25,17,C2a,A,A2,2,H,2,1,338,8,0.286,3,14,24,EXP
1042,25,17,C2a,A,A2,2,H,2,2,428,8,0.286,4,1,13,EXP
1042,25,17,C2a,A,A2,2,H,2,2,471,8,0.286,5,1,0,EXP
1043,25,17,C2a,A,A3,2,L,1,1,293,8,0.143,1,6,6,EXP
1043,25,17,C2a,A,A3,2,L,1,1,370,8,0.143,2,10,-3,EXP
1043,25,17,C2a,A,A3,2,L,1,1,338,8,0.143,3,9,-7,EXP
1044,3,11,G6b,A,A4,2,H,2,1,284,8,0.286,1,13,0,EXP
1044,3,11,G6b,A,A4,2,H,2,1,361,8,0.286,2,22,0,EXP
1044,3,11,G6b,A,A4,2,H,2,1,329,8,0.571,3,5,14,EXP
1044,3,11,G6b,A,A4,2,H,2,2,419,8,0.571,4,7,7,EXP
1044,3,11,G6b,A,A4,2,H,2,2,462,7.793,0.6,5,3,42,EXP
1053,25,21,C3a,A,A5,2,L,1,1,281,8,0.143,1,15,20,EXP
1053,25,21,C3a,A,A5,2,L,1,1,358,8,0.143,2,5,24,EXP
1053,25,21,C3a,A,A5,2,L,1,1,326,8,0.143,3,7,22,EXP
1053,25,21,C3a,A,A5,2,L,1,2,416,8,0.143,4,12,-6,EXP
1054,7,47,A6a,A,A6,2,H,2,1,279,8,0.429,1,17,17,EXP
1054,7,47,A6a,A,A6,2,H,2,1,356,8,0.429,2,16,5,EXP
1054,7,47,A6a,A,A6,2,H,2,1,325,8,0.429,3,19,-6,EXP
1055,7,47,A6a,A,A7,2,L,1,1,279,8,0.286,1,29,-4,EXP
1055,7,47,A6a,A,A7,2,L,1,1,356,8,0.143,2,19,-7,EXP
1055,7,47,A6a,A,A7,2,L,1,1,325,8,0.143,3,26,-18,EXP
1056,7,47,A6a,A,A8,2,H,2,1,279,7.483,0.5,1,26,-11,EXP
1056,7,47,A6a,A,A8,2,H,2,1,356,7.319,0.667,2,25,4,EXP
1056,7,47,A6a,A,A8,2,H,2,1,325,7.272,0.667,3,25,-6,EXP
1056,7,47,A6a,A,A8,2,H,2,2,414,7.211,0.667,4,16,-6,EXP
1056,7,47,A6a,A,A8,2,H,2,2,457,6.956,0.5,5,6,-3,EXP
1057,7,47,A6a,A,A1,2,L,1,1,279,8,0.429,1,2,-11,EXP
1057,7,47,A6a,A,A1,2,L,1,1,356,8,0.429,2,1,3,EXP
1057,7,47,A6a,A,A1,2,L,1,1,324,7.849,0.5,3,10,29,EXP
1057,7,47,A6a,A,A1,2,L,1,2,414,7.652,0.4,4,4,0,EXP
1057,7,47,A6a,A,A1,2,L,1,2,457,7.056,0,5,1,5,EXP
1060,8,45,A3a,A,A4,2,H,2,1,351,8,0.286,2,23,-1,EXP
1060,8,45,A3a,A,A4,2,H,2,1,319,8,0.571,3,2,-3,EXP
1060,8,45,A3a,A,A4,2,H,2,2,409,8,0.571,4,8,-2,EXP
1062,8,45,A3a,A,A6,2,H,2,1,274,8,0.429,1,19,-16,EXP
1062,8,45,A3a,A,A6,2,H,2,1,351,8,0.429,2,9,-20,EXP
1062,8,45,A3a,A,A6,2,H,2,1,320,8,0.429,3,20,-17,EXP
1069,31,54,A5a,B,B4,2,H,2,1,322,8,0.429,2,17,21,EXP
1069,31,54,A5a,B,B4,2,H,2,1,354,7.849,0.333,3,23,0,EXP
1069,31,54,A5a,B,B4,2,H,2,2,408,6.846,0,4,1,0,EXP
1069,31,54,A5a,B,B4,2,H,2,2,459,5.474,0,5,1,0,EXP
1070,31,54,A5a,B,B5,2,L,1,1,270,8,0.286,1,16,-3,EXP
1071,28,40,B3a,B,B6,2,H,2,1,263,8,0.429,1,23,-1,EXP
1073,28,40,B3a,B,B8,2,H,2,1,263,8,0.8,1,25,5,EXP
1073,28,40,B3a,B,B8,2,H,2,1,315,8,0.571,2,22,0,EXP
1073,28,40,B3a,B,B8,2,H,2,1,347,8,0.571,3,14,1,EXP
1073,28,40,B3a,B,B8,2,H,2,2,401,7.748,1,4,11,0,EXP
1073,28,40,B3a,B,B8,2,H,2,2,452,6.285,1,5,9,-2,EXP
1074,28,40,B3a,B,B1,2,L,1,1,263,8,0.286,1,2,6,EXP
1074,28,40,B3a,B,B1,2,L,1,1,315,8,0.286,2,1,8,EXP
1074,28,40,B3a,B,B1,2,L,1,1,347,8,0.286,3,8,5,EXP
1074,28,40,B3a,B,B1,2,L,1,2,401,8,0.2,4,5,3,EXP
1074,28,40,B3a,B,B1,2,L,1,2,452,7.468,0,5,1,0,EXP
1075,28,40,B3a,B,B2,2,H,2,1,263,8,0.429,1,5,-8,EXP
1075,28,40,B3a,B,B2,2,H,2,1,315,8,0.714,2,10,14,EXP
1075,28,40,B3a,B,B2,2,H,2,1,347,8,0.714,3,4,21,EXP
1075,28,40,B3a,B,B2,2,H,2,2,401,8,0.8,4,3,12,EXP
1075,28,40,B3a,B,B2,2,H,2,2,452,7.592,0.8,5,5,13,EXP
1076,28,40,B3a,B,B3,2,L,1,1,347,7.555,0.333,3,11,0,EXP
1076,28,40,B3a,B,B3,2,L,1,2,401,7.302,0.4,4,9,2,EXP
1076,28,40,B3a,B,B3,2,L,1,2,452,6.791,0.333,5,2,0,EXP
1077,28,40,B3a,B,B4,2,H,2,1,263,8,0.286,1,13,26,EXP
1078,28,40,A1a,B,B5,2,L,1,1,263,8,0.286,1,17,18,EXP
1078,28,40,A1a,B,B5,2,L,1,1,315,8,0.286,2,8,18,EXP
1078,28,40,A1a,B,B5,2,L,1,1,347,8,0.286,3,17,1,EXP
1078,28,40,A1a,B,B5,2,L,1,2,401,7.354,0.333,4,10,0,EXP
1078,28,40,A1a,B,B5,2,L,1,2,452,6.583,0.333,5,8,0,EXP
1079,28,40,A1a,B,B6,2,H,2,1,263,8,0.429,1,22,6,EXP
1079,28,40,A1a,B,B6,2,H,2,1,315,7.824,0.5,2,19,0,EXP
1081,28,40,A1a,B,B8,2,H,2,1,263,8,0.8,1,26,10,EXP
1081,28,40,A1a,B,B8,2,H,2,1,315,8,0.571,2,21,5,EXP
1081,28,40,A1a,B,B8,2,H,2,1,347,8,0.571,3,13,-3,EXP
1083,28,40,A1a,B,B2,2,H,2,1,263,8,0.429,1,9,34,EXP
1083,28,40,A1a,B,B2,2,H,2,1,315,8,0.714,2,14,-26,EXP
1083,28,40,A1a,B,B2,2,H,2,1,347,8,0.714,3,6,0,EXP
1083,28,40,A1a,B,B2,2,H,2,2,401,8,0.8,4,3,1,EXP
1084,3,15,D5b,B,B3,2,L,1,1,252,8,0.286,1,12,-9,EXP
1084,3,15,D5b,B,B3,2,L,1,1,304,7.652,0.333,2,5,1,EXP
1084,3,15,D5b,B,B3,2,L,1,1,336,7.555,0.333,3,12,0,EXP
1084,3,15,D5b,B,B3,2,L,1,2,390,7.302,0.4,4,8,0,EXP
1088,3,15,D5b,B,B7,2,L,1,1,252,8,0.429,1,20,0,EXP
1088,3,15,D5b,B,B7,2,L,1,1,304,8,0.429,2,20,0,EXP
1088,3,15,D5b,B,B7,2,L,1,1,336,8,0.429,3,21,0,EXP
1091,6,44,E3a,B,B2,2,H,2,1,233,8,0.429,1,4,-6,EXP
1091,6,44,E3a,B,B2,2,H,2,1,285,8,0.714,2,9,26,EXP
1091,6,44,E3a,B,B2,2,H,2,1,317,8,0.714,3,1,0,EXP
1091,6,44,E3a,B,B2,2,H,2,2,371,8,0.8,4,1,6,EXP
1091,6,44,E3a,B,B2,2,H,2,2,422,7.592,0.8,5,4,-3,EXP
1093,6,44,E3a,B,B4,2,H,2,1,233,8,0.286,1,14,-6,EXP
1093,6,44,E3a,B,B4,2,H,2,1,285,8,0.429,2,15,-4,EXP
1093,6,44,E3a,B,B4,2,H,2,1,317,7.849,0.333,3,24,0,EXP
1096,6,44,E3a,B,B7,2,L,1,1,233,8,0.429,1,18,1,EXP
1096,6,44,E3a,B,B7,2,L,1,1,285,8,0.429,2,20,2,EXP
1096,6,44,E3a,B,B7,2,L,1,2,371,7.481,0,4,10,0,EXP
1096,6,44,E3a,B,B7,2,L,1,2,422,6.676,0,5,8,0,EXP
1097,2,10b,E3a,B,B8,2,H,2,1,232,8,0.8,1,27,-5,EXP
1097,2,10b,E3a,B,B8,2,H,2,1,284,8,0.571,2,22,0,EXP
1098,2,10b,E3a,B,B1,2,L,1,1,232,8,0.286,1,3,-8,EXP
1098,2,10b,E3a,B,B1,2,L,1,1,284,8,0.286,2,3,0,EXP
1098,2,10b,E3a,B,B1,2,L,1,1,316,8,0.286,3,7,-3,EXP
1099,2,10b,E3a,B,B2,2,H,2,1,232,8,0.429,1,7,-3,EXP
1099,2,10b,E3a,B,B2,2,H,2,1,284,8,0.714,2,13,29,EXP
1099,2,10b,E3a,B,B2,2,H,2,1,316,8,0.714,3,5,-6,EXP
1099,2,10b,E3a,B,B2,2,H,2,2,370,8,0.8,4,4,-2,EXP
1099,2,10b,E3a,B,B2,2,H,2,2,421,7.592,0.8,5,6,0,EXP
1102,2,10b,F3b,B,B5,2,L,1,1,232,8,0.286,1,16,-2,EXP
1102,2,10b,F3b,B,B5,2,L,1,1,284,8,0.286,2,7,-5,EXP
1102,2,10b,F3b,B,B5,2,L,1,1,316,8,0.286,3,18,-1,EXP
1102,2,10b,F3b,B,B5,2,L,1,2,370,7.354,0.333,4,11,0,EXP
1102,2,10b,F3b,B,B5,2,L,1,2,421,6.583,0.333,5,8,0,EXP
1103,2,10b,F3b,B,B6,2,H,2,1,232,8,0.429,1,24,2,EXP
1103,2,10b,F3b,B,B6,2,H,2,1,284,7.824,0.5,2,19,0,EXP
1103,2,10b,F3b,B,B6,2,H,2,1,316,7.533,0.4,3,19,-1,EXP
1103,2,10b,F3b,B,B6,2,H,2,2,370,6.877,0.333,4,7,-2,EXP
1103,2,10b,F3b,B,B6,2,H,2,2,421,6.232,0.333,5,3,0,EXP
1104,2,10b,F3b,B,B7,2,L,1,1,232,8,0.429,1,21,-1,EXP
1104,2,10b,F3b,B,B7,2,L,1,1,284,8,0.429,2,20,0,EXP
1104,2,10b,F3b,B,B7,2,L,1,1,316,8,0.429,3,22,0,EXP
1105,2,10b,F3b,B,B8,2,H,2,1,232,8,0.8,1,8,-4,EXP
1105,2,10b,F3b,B,B8,2,H,2,1,232,8,0.8,1,28,-4,EXP
1105,2,10b,F3b,B,B8,2,H,2,1,284,8,0.571,2,22,0,EXP
1105,2,10b,F3b,B,B8,2,H,2,1,316,8,0.571,3,15,-1,EXP
1105,2,10b,F3b,B,B8,2,H,2,2,370,7.748,1,4,12,0,EXP
1106,1,13,B2b,B,B1,2,L,1,1,221,8,0.286,1,1,10,EXP
1106,1,13,B2b,B,B1,2,L,1,1,273,8,0.286,2,2,-7,EXP
1106,1,13,B2b,B,B1,2,L,1,1,305,8,0.286,3,9,1,EXP
1106,1,13,B2b,B,B1,2,L,1,2,359,8,0.2,4,6,0,EXP
1107,1,13,B2b,B,B2,2,H,2,1,221,8,0.429,1,6,-5,EXP
1107,1,13,B2b,B,B2,2,H,2,1,273,8,0.714,2,11,-11,EXP
1107,1,13,B2b,B,B2,2,H,2,1,305,8,0.714,3,2,-12,EXP
1109,1,13,B2b,B,B4,2,H,2,1,221,8,0.286,1,16,-11,EXP
1109,1,13,B2b,B,B4,2,H,2,1,273,8,0.429,2,16,5,EXP
1109,1,13,B2b,B,B4,2,H,2,1,305,7.849,0.333,3,25,0,EXP
1111,1,13,B2b,B,B6,2,H,2,1,221,8,0.429,1,23,0,EXP
1111,1,13,B2b,B,B6,2,H,2,1,273,7.824,0.5,2,18,0,EXP
1111,1,13,B2b,B,B6,2,H,2,1,305,7.533,0.4,3,20,1,EXP
1111,1,13,B2b,B,B6,2,H,2,2,359,6.877,0.333,4,7,9,EXP
1111,1,13,B2b,B,B6,2,H,2,2,410,6.232,0.333,5,3,10,EXP
1112,2,14,B6a,B,B7,2,L,1,1,221,8,0.429,1,19,7,EXP
1115,2,14,B6a,B,B2,2,H,2,1,273,8,0.714,2,12,-19,EXP
1115,2,14,B6a,B,B2,2,H,2,1,305,8,0.714,3,3,-12,EXP
1115,2,14,B6a,B,B2,2,H,2,2,359,8,0.8,4,2,-1,EXP
1115,2,14,B6a,B,B2,2,H,2,2,410,7.592,0.8,5,7,4,EXP
1116,2,14,B6a,B,B3,2,L,1,1,221,8,0.286,1,11,-5,EXP
1116,2,14,B6a,B,B3,2,L,1,1,273,7.652,0.333,2,6,0,EXP
1116,2,14,B6a,B,B3,2,L,1,1,305,7.555,0.333,3,10,-2,EXP
1116,2,14,B6a,B,B3,2,L,1,2,359,7.302,0.4,4,8,4,EXP
1116,2,14,B6a,B,B3,2,L,1,2,410,6.791,0.333,5,2,0,EXP
1129,7,48,C1a,B,B8,2,H,2,1,217,8,0.8,1,29,6,EXP
1129,7,48,C1a,B,B8,2,H,2,1,269,8,0.571,2,22,0,EXP
1129,7,48,C1a,B,B8,2,H,2,1,301,8,0.571,3,16,1,EXP
1129,7,48,C1a,B,B8,2,H,2,2,355,7.748,1,4,13,0,EXP
1129,7,48,C1a,B,B8,2,H,2,2,406,6.285,1,5,10,5,EXP
1131,7,48,C1a,D,D2,2,H,2,1,271,7.737,0.5,1,5,32,EXP
1131,7,48,C1a,D,D2,2,H,2,1,311,7.483,0.5,2,9,9,EXP
1131,7,48,C1a,D,D2,2,H,2,1,346,7.064,0.75,3,5,15,EXP
1131,7,48,C1a,D,D2,2,H,2,2,402,6.542,0.5,4,4,0,EXP
1131,7,48,C1a,D,D2,2,H,2,2,452,5.472,0,5,2,2,EXP
1138,7,48,A5b,E,E1,2,L,1,1,311,8,0.429,1,31,-1,EXP
1138,7,48,A5b,E,E1,2,L,1,1,311,7.824,0.333,2,26,0,EXP
1138,7,48,A5b,E,E1,2,L,1,1,346,7.533,0.4,3,1,0,EXP
1138,7,48,A5b,E,E1,2,L,1,2,403,7.161,0.5,4,1,0,EXP
1138,7,48,A5b,E,E1,2,L,1,2,453,6.404,0.5,5,8,-5,EXP
1140,7,48,A5b,E,E3,2,L,1,1,311,8,0.571,1,3,-1,EXP
1140,7,48,A5b,E,E3,2,L,1,1,311,8,1,2,23,0,EXP
1141,7,48,A5b,E,E4,2,H,2,1,311,8,0.571,1,25,-1,EXP
1141,7,48,A5b,E,E4,2,H,2,1,311,7.652,0.833,2,29,14,EXP
1141,7,48,A5b,E,E4,2,H,2,1,346,7.555,0.833,3,9,22,EXP
1141,7,48,A5b,E,E4,2,H,2,2,403,7.302,1,4,11,-7,EXP
1141,7,48,A5b,E,E4,2,H,2,2,453,6.816,1,5,9,-8,EXP
1142,31,54,D6a,E,E5,2,L,1,1,307,8,0.571,1,11,1,EXP
1142,31,54,D6a,E,E5,2,L,1,1,307,8,0.571,2,16,8,EXP
1142,31,54,D6a,E,E5,2,L,1,1,342,8,0.571,3,23,0,EXP
1144,31,54,D6a,E,E7,2,L,1,1,307,8,0.571,1,15,-12,EXP
1144,31,54,D6a,E,E7,2,L,1,1,307,8,0.571,2,12,-4,EXP
1146,31,54,D6a,D,D1,2,L,1,1,267,8,0.429,1,4,-2,EXP
1146,31,54,D6a,D,D1,2,L,1,1,307,7.824,0.5,2,2,5,EXP
1146,31,54,D6a,D,D1,2,L,1,1,342,7.701,0.5,3,3,0,EXP
1146,31,54,D6a,D,D1,2,L,1,2,398,7.539,0.5,4,2,-2,EXP
1147,31,54,D6a,D,D2,2,H,2,1,267,7.737,0.5,1,7,-6,EXP
1147,31,54,D6a,D,D2,2,H,2,1,307,7.483,0.5,2,10,2,EXP
1147,31,54,D6a,D,D2,2,H,2,1,342,7.064,0.75,3,6,-13,EXP
1153,31,54,G6a,D,D8,2,H,2,1,267,8,0.286,1,24,-3,EXP
1153,31,54,G6a,D,D8,2,H,2,1,307,8,0.286,2,18,1,EXP
1153,31,54,G6a,D,D8,2,H,2,1,342,8,0.286,3,18,-2,EXP
1153,31,54,G6a,D,D8,2,H,2,2,398,8,0.286,4,18,-12,EXP
1153,31,54,G6a,D,D8,2,H,2,2,448,8,0.286,5,9,0,EXP
1154,31,54,G6a,E,E1,2,L,1,1,307,8,0.429,1,33,19,EXP
1154,31,54,G6a,E,E1,2,L,1,1,307,7.824,0.333,2,27,0,EXP
1154,31,54,G6a,E,E1,2,L,1,1,342,7.533,0.4,3,2,13,EXP
1154,31,54,G6a,E,E1,2,L,1,2,399,7.161,0.5,4,2,-4,EXP
1154,31,54,G6a,E,E1,2,L,1,2,449,6.404,0.5,5,7,14,EXP
1156,31,54,G6a,E,E3,2,L,1,1,307,8,0.571,1,4,-7,EXP
1156,31,54,G6a,E,E3,2,L,1,1,307,8,1,2,24,7,EXP
